SITE,PROGRAMME,DATE,CHAMPS
Arena Paris Sud,Volleyball (16:00-18:30); Volleyball (20:00-22:30); Tennis de Table (10:00-13:00); Tennis de Table (15:00-18:00); Tennis de Table (20:00-23:00); Haltérophilie (15:00-17:30); Haltérophilie (19:30-22:00),2024-08-08,"SITE: Arena Paris Sud 
 Programme de la journée: Volleyball (16:00-18:30); Volleyball (20:00-22:30); Tennis de Table (10:00-13:00); Tennis de Table (15:00-18:00); Tennis de Table (20:00-23:00); Haltérophilie (15:00-17:30); Haltérophilie (19:30-22:00)"
Arena Paris Sud,Volleyball (16:00-18:30); Tennis de Table (10:00-13:00); Tennis de Table (15:00-18:30); Haltérophilie (15:00-17:30); Haltérophilie (19:30-22:00),2024-08-09,"SITE: Arena Paris Sud 
 Programme de la journée: Volleyball (16:00-18:30); Tennis de Table (10:00-13:00); Tennis de Table (15:00-18:30); Haltérophilie (15:00-17:30); Haltérophilie (19:30-22:00)"
Arena Paris Sud,Volleyball (13:00-15:45); Volleyball (17:15-19:45); Tennis de Table (10:00-13:00); Tennis de Table (15:00-18:30); Haltérophilie (11:30-14:00); Haltérophilie (16:00-18:30); Haltérophilie (20:30-23:00),2024-08-10,"SITE: Arena Paris Sud 
 Programme de la journée: Volleyball (13:00-15:45); Volleyball (17:15-19:45); Tennis de Table (10:00-13:00); Tennis de Table (15:00-18:30); Haltérophilie (11:30-14:00); Haltérophilie (16:00-18:30); Haltérophilie (20:30-23:00)"
Arena Paris Sud,Volleyball (13:00-15:45); Haltérophilie (11:30-14:00),2024-08-11,"SITE: Arena Paris Sud 
 Programme de la journée: Volleyball (13:00-15:45); Haltérophilie (11:30-14:00)"
Roland-Garros,Tennis (12:00-17:00); Tennis (19:00-23:00); Tennis (12:00-19:00); Tennis (12:00-19:00); Tennis (12:00-19:00),2024-07-27,"SITE: Roland-Garros 
 Programme de la journée: Tennis (12:00-17:00); Tennis (19:00-23:00); Tennis (12:00-19:00); Tennis (12:00-19:00); Tennis (12:00-19:00)"
Roland-Garros,Tennis (12:00-17:00); Tennis (19:00-23:00); Tennis (12:00-19:00); Tennis (12:00-19:00); Tennis (12:00-19:00),2024-07-28,"SITE: Roland-Garros 
 Programme de la journée: Tennis (12:00-17:00); Tennis (19:00-23:00); Tennis (12:00-19:00); Tennis (12:00-19:00); Tennis (12:00-19:00)"
Roland-Garros,Tennis (12:00-17:00); Tennis (19:00-23:00); Tennis (12:00-19:00); Tennis (12:00-19:00); Tennis (12:00-19:00),2024-07-29,"SITE: Roland-Garros 
 Programme de la journée: Tennis (12:00-17:00); Tennis (19:00-23:00); Tennis (12:00-19:00); Tennis (12:00-19:00); Tennis (12:00-19:00)"
Roland-Garros,Tennis (12:00-17:00); Tennis (19:00-23:00); Tennis (12:00-19:00); Tennis (12:00-19:00); Tennis (12:00-19:00),2024-07-30,"SITE: Roland-Garros 
 Programme de la journée: Tennis (12:00-17:00); Tennis (19:00-23:00); Tennis (12:00-19:00); Tennis (12:00-19:00); Tennis (12:00-19:00)"
Roland-Garros,Tennis (12:00-17:00); Tennis (19:00-23:00); Tennis (12:00-19:00); Tennis (12:00-19:00); Tennis (12:00-19:00),2024-07-31,"SITE: Roland-Garros 
 Programme de la journée: Tennis (12:00-17:00); Tennis (19:00-23:00); Tennis (12:00-19:00); Tennis (12:00-19:00); Tennis (12:00-19:00)"
Roland-Garros,Tennis (12:00-17:00); Tennis (19:00-23:00); Tennis (12:00-19:00); Tennis (12:00-19:00),2024-08-01,"SITE: Roland-Garros 
 Programme de la journée: Tennis (12:00-17:00); Tennis (19:00-23:00); Tennis (12:00-19:00); Tennis (12:00-19:00)"
Roland-Garros,Tennis (12:00-17:00); Tennis (19:00-23:30); Tennis (12:00-17:00),2024-08-02,"SITE: Roland-Garros 
 Programme de la journée: Tennis (12:00-17:00); Tennis (19:00-23:30); Tennis (12:00-17:00)"
Roland-Garros,Tennis (12:00-19:00),2024-08-03,"SITE: Roland-Garros 
 Programme de la journée: Tennis (12:00-19:00)"
Roland-Garros,Tennis (12:00-19:00),2024-08-04,"SITE: Roland-Garros 
 Programme de la journée: Tennis (12:00-19:00)"
Roland-Garros,Boxe (21:30-23:30),2024-08-06,"SITE: Roland-Garros 
 Programme de la journée: Boxe (21:30-23:30)"
Roland-Garros,Boxe (21:30-23:30),2024-08-07,"SITE: Roland-Garros 
 Programme de la journée: Boxe (21:30-23:30)"
Roland-Garros,Boxe (21:30-23:30),2024-08-08,"SITE: Roland-Garros 
 Programme de la journée: Boxe (21:30-23:30)"
Roland-Garros,Boxe (21:30-23:30),2024-08-09,"SITE: Roland-Garros 
 Programme de la journée: Boxe (21:30-23:30)"
Roland-Garros,Boxe (21:30-23:30),2024-08-10,"SITE: Roland-Garros 
 Programme de la journée: Boxe (21:30-23:30)"
Roland-Garros,Pas de programmation,2024-08-11,"SITE: Roland-Garros 
 Programme de la journée: Pas de programmation"
Stade de France,Rugby (15:30-22:00),2024-07-24,"SITE: Stade de France 
 Programme de la journée: Rugby (15:30-22:00)"
Stade de France,Rugby (14:00-17:00); Rugby (20:00-23:00),2024-07-25,"SITE: Stade de France 
 Programme de la journée: Rugby (14:00-17:00); Rugby (20:00-23:00)"
Stade de France,Rugby (14:30-20:45),2024-07-27,"SITE: Stade de France 
 Programme de la journée: Rugby (14:30-20:45)"
Stade de France,Rugby (15:30-22:00),2024-07-28,"SITE: Stade de France 
 Programme de la journée: Rugby (15:30-22:00)"
Stade de France,Rugby (14:00-17:00); Rugby (20:00-23:00),2024-07-29,"SITE: Stade de France 
 Programme de la journée: Rugby (14:00-17:00); Rugby (20:00-23:00)"
Stade de France,Rugby (14:30-20:45),2024-07-30,"SITE: Stade de France 
 Programme de la journée: Rugby (14:30-20:45)"
Stade de France,Athlétisme  (10:00-13:00); Athlétisme  (17:40-22:00),2024-08-02,"SITE: Stade de France 
 Programme de la journée: Athlétisme  (10:00-13:00); Athlétisme  (17:40-22:00)"
Stade de France,Athlétisme  (10:00-16:00); Athlétisme  (19:00-22:00),2024-08-03,"SITE: Stade de France 
 Programme de la journée: Athlétisme  (10:00-16:00); Athlétisme  (19:00-22:00)"
Stade de France,Athlétisme  (10:00-13:15); Athlétisme  (18:30-22:00),2024-08-04,"SITE: Stade de France 
 Programme de la journée: Athlétisme  (10:00-13:15); Athlétisme  (18:30-22:00)"
Stade de France,Athlétisme  (10:00-13:15); Athlétisme  (18:30-22:00),2024-08-05,"SITE: Stade de France 
 Programme de la journée: Athlétisme  (10:00-13:15); Athlétisme  (18:30-22:00)"
Stade de France,Athlétisme  (10:00-13:00); Athlétisme  (19:00-22:00),2024-08-06,"SITE: Stade de France 
 Programme de la journée: Athlétisme  (10:00-13:00); Athlétisme  (19:00-22:00)"
Stade de France,Athlétisme  (10:00-13:00); Athlétisme  (18:30-22:00),2024-08-07,"SITE: Stade de France 
 Programme de la journée: Athlétisme  (10:00-13:00); Athlétisme  (18:30-22:00)"
Stade de France,Athlétisme  (10:00-13:00); Athlétisme  (19:00-22:00),2024-08-08,"SITE: Stade de France 
 Programme de la journée: Athlétisme  (10:00-13:00); Athlétisme  (19:00-22:00)"
Stade de France,Athlétisme  (10:00-13:15); Athlétisme  (19:00-22:00),2024-08-09,"SITE: Stade de France 
 Programme de la journée: Athlétisme  (10:00-13:15); Athlétisme  (19:00-22:00)"
Stade de France,Athlétisme  (18:30-22:30),2024-08-10,"SITE: Stade de France 
 Programme de la journée: Athlétisme  (18:30-22:30)"
Stade Tour Eiffel - Arena Champ de Mars,Judo (10:00-14:00); Judo (16:00-19:00),2024-07-27,"SITE: Stade Tour Eiffel - Arena Champ de Mars 
 Programme de la journée: Judo (10:00-14:00); Judo (16:00-19:00)"
Stade Tour Eiffel - Arena Champ de Mars,Volleyball (plage) (14:00-16:00); Volleyball (plage) (18:00-20:00); Volleyball (plage) (22:00-00:00),2024-07-27,"SITE: Stade Tour Eiffel - Arena Champ de Mars 
 Programme de la journée: Volleyball (plage) (14:00-16:00); Volleyball (plage) (18:00-20:00); Volleyball (plage) (22:00-00:00)"
Stade Tour Eiffel - Arena Champ de Mars,Judo (10:00-14:00); Judo (16:00-19:00),2024-07-28,"SITE: Stade Tour Eiffel - Arena Champ de Mars 
 Programme de la journée: Judo (10:00-14:00); Judo (16:00-19:00)"
Stade Tour Eiffel - Arena Champ de Mars,Volleyball (plage) (09:00-13:00); Volleyball (plage) (15:00-18:00); Volleyball (plage) (20:00-23:00),2024-07-28,"SITE: Stade Tour Eiffel - Arena Champ de Mars 
 Programme de la journée: Volleyball (plage) (09:00-13:00); Volleyball (plage) (15:00-18:00); Volleyball (plage) (20:00-23:00)"
Stade Tour Eiffel - Arena Champ de Mars,Judo (10:00-14:00); Judo (16:00-19:00),2024-07-29,"SITE: Stade Tour Eiffel - Arena Champ de Mars 
 Programme de la journée: Judo (10:00-14:00); Judo (16:00-19:00)"
Stade Tour Eiffel - Arena Champ de Mars,Volleyball (plage) (09:00-13:00); Volleyball (plage) (15:00-18:00); Volleyball (plage) (20:00-23:00),2024-07-29,"SITE: Stade Tour Eiffel - Arena Champ de Mars 
 Programme de la journée: Volleyball (plage) (09:00-13:00); Volleyball (plage) (15:00-18:00); Volleyball (plage) (20:00-23:00)"
Stade Tour Eiffel - Arena Champ de Mars,Judo (10:00-14:00); Judo (16:00-19:00),2024-07-30,"SITE: Stade Tour Eiffel - Arena Champ de Mars 
 Programme de la journée: Judo (10:00-14:00); Judo (16:00-19:00)"
Stade Tour Eiffel - Arena Champ de Mars,Volleyball (plage) (09:00-13:00); Volleyball (plage) (15:00-18:00); Volleyball (plage) (20:00-23:00),2024-07-30,"SITE: Stade Tour Eiffel - Arena Champ de Mars 
 Programme de la journée: Volleyball (plage) (09:00-13:00); Volleyball (plage) (15:00-18:00); Volleyball (plage) (20:00-23:00)"
Stade Tour Eiffel - Arena Champ de Mars,Judo (10:00-14:00); Judo (16:00-19:00),2024-07-31,"SITE: Stade Tour Eiffel - Arena Champ de Mars 
 Programme de la journée: Judo (10:00-14:00); Judo (16:00-19:00)"
Stade Tour Eiffel - Arena Champ de Mars,Volleyball (plage) (09:00-13:00); Volleyball (plage) (15:00-18:00); Volleyball (plage) (20:00-23:00),2024-07-31,"SITE: Stade Tour Eiffel - Arena Champ de Mars 
 Programme de la journée: Volleyball (plage) (09:00-13:00); Volleyball (plage) (15:00-18:00); Volleyball (plage) (20:00-23:00)"
Stade Tour Eiffel - Arena Champ de Mars,Judo (10:00-14:00); Judo (16:00-19:00),2024-08-01,"SITE: Stade Tour Eiffel - Arena Champ de Mars 
 Programme de la journée: Judo (10:00-14:00); Judo (16:00-19:00)"
Stade Tour Eiffel - Arena Champ de Mars,Volleyball (plage) (09:00-13:00); Volleyball (plage) (15:00-18:00); Volleyball (plage) (20:00-23:00),2024-08-01,"SITE: Stade Tour Eiffel - Arena Champ de Mars 
 Programme de la journée: Volleyball (plage) (09:00-13:00); Volleyball (plage) (15:00-18:00); Volleyball (plage) (20:00-23:00)"
Stade Tour Eiffel - Arena Champ de Mars,Judo (10:00-14:00); Judo (16:00-19:00),2024-08-02,"SITE: Stade Tour Eiffel - Arena Champ de Mars 
 Programme de la journée: Judo (10:00-14:00); Judo (16:00-19:00)"
Stade Tour Eiffel - Arena Champ de Mars,Volleyball (plage) (09:00-13:00); Volleyball (plage) (15:00-18:00); Volleyball (plage) (20:00-23:00),2024-08-02,"SITE: Stade Tour Eiffel - Arena Champ de Mars 
 Programme de la journée: Volleyball (plage) (09:00-13:00); Volleyball (plage) (15:00-18:00); Volleyball (plage) (20:00-23:00)"
Stade Tour Eiffel - Arena Champ de Mars,Judo (08:00-14:00); Judo (16:00-19:00),2024-08-03,"SITE: Stade Tour Eiffel - Arena Champ de Mars 
 Programme de la journée: Judo (08:00-14:00); Judo (16:00-19:00)"
Stade Tour Eiffel - Arena Champ de Mars,Volleyball (plage) (09:00-13:00); Volleyball (plage) (16:00-19:00); Volleyball (plage) (21:00-00:00),2024-08-03,"SITE: Stade Tour Eiffel - Arena Champ de Mars 
 Programme de la journée: Volleyball (plage) (09:00-13:00); Volleyball (plage) (16:00-19:00); Volleyball (plage) (21:00-00:00)"
Stade Tour Eiffel - Arena Champ de Mars,Volleyball (plage) (09:00-11:00); Volleyball (plage) (13:00-15:00); Volleyball (plage) (17:00-19:00); Volleyball (plage) (21:00-23:00),2024-08-04,"SITE: Stade Tour Eiffel - Arena Champ de Mars 
 Programme de la journée: Volleyball (plage) (09:00-11:00); Volleyball (plage) (13:00-15:00); Volleyball (plage) (17:00-19:00); Volleyball (plage) (21:00-23:00)"
Stade Tour Eiffel - Arena Champ de Mars,Lutte (15:00-17:00); Lutte (21:00-22:00),2024-08-05,"SITE: Stade Tour Eiffel - Arena Champ de Mars 
 Programme de la journée: Lutte (15:00-17:00); Lutte (21:00-22:00)"
Stade Tour Eiffel - Arena Champ de Mars,Volleyball (plage) (09:00-11:00); Volleyball (plage) (13:00-15:00); Volleyball (plage) (17:00-19:00); Volleyball (plage) (21:00-23:00),2024-08-05,"SITE: Stade Tour Eiffel - Arena Champ de Mars 
 Programme de la journée: Volleyball (plage) (09:00-11:00); Volleyball (plage) (13:00-15:00); Volleyball (plage) (17:00-19:00); Volleyball (plage) (21:00-23:00)"
Stade Tour Eiffel - Arena Champ de Mars,Lutte (11:00-13:30); Lutte (18:15-22:00),2024-08-06,"SITE: Stade Tour Eiffel - Arena Champ de Mars 
 Programme de la journée: Lutte (11:00-13:30); Lutte (18:15-22:00)"
Stade Tour Eiffel - Arena Champ de Mars,Volleyball (plage) (17:00-19:00); Volleyball (plage) (21:00-23:00),2024-08-06,"SITE: Stade Tour Eiffel - Arena Champ de Mars 
 Programme de la journée: Volleyball (plage) (17:00-19:00); Volleyball (plage) (21:00-23:00)"
Stade Tour Eiffel - Arena Champ de Mars,Lutte (11:00-13:30); Lutte (18:15-22:00),2024-08-07,"SITE: Stade Tour Eiffel - Arena Champ de Mars 
 Programme de la journée: Lutte (11:00-13:30); Lutte (18:15-22:00)"
Stade Tour Eiffel - Arena Champ de Mars,Volleyball (plage) (17:00-19:00); Volleyball (plage) (21:00-23:00),2024-08-07,"SITE: Stade Tour Eiffel - Arena Champ de Mars 
 Programme de la journée: Volleyball (plage) (17:00-19:00); Volleyball (plage) (21:00-23:00)"
Stade Tour Eiffel - Arena Champ de Mars,Lutte (11:00-13:30); Lutte (18:15-22:00),2024-08-08,"SITE: Stade Tour Eiffel - Arena Champ de Mars 
 Programme de la journée: Lutte (11:00-13:30); Lutte (18:15-22:00)"
Stade Tour Eiffel - Arena Champ de Mars,Volleyball (plage) (17:00-19:00); Volleyball (plage) (21:00-23:00),2024-08-08,"SITE: Stade Tour Eiffel - Arena Champ de Mars 
 Programme de la journée: Volleyball (plage) (17:00-19:00); Volleyball (plage) (21:00-23:00)"
Stade Tour Eiffel - Arena Champ de Mars,Lutte (11:00-13:30); Lutte (18:15-22:00),2024-08-09,"SITE: Stade Tour Eiffel - Arena Champ de Mars 
 Programme de la journée: Lutte (11:00-13:30); Lutte (18:15-22:00)"
Stade Tour Eiffel - Arena Champ de Mars,Volleyball (plage) (21:00-00:00),2024-08-09,"SITE: Stade Tour Eiffel - Arena Champ de Mars 
 Programme de la journée: Volleyball (plage) (21:00-00:00)"
Stade Tour Eiffel - Arena Champ de Mars,Lutte (11:00-13:30); Lutte (18:15-22:00),2024-08-10,"SITE: Stade Tour Eiffel - Arena Champ de Mars 
 Programme de la journée: Lutte (11:00-13:30); Lutte (18:15-22:00)"
Stade Tour Eiffel - Arena Champ de Mars,Volleyball (plage) (21:00-00:00),2024-08-10,"SITE: Stade Tour Eiffel - Arena Champ de Mars 
 Programme de la journée: Volleyball (plage) (21:00-00:00)"
Stade Tour Eiffel - Arena Champ de Mars,Lutte (11:00-14:30),2024-08-11,"SITE: Stade Tour Eiffel - Arena Champ de Mars 
 Programme de la journée: Lutte (11:00-14:30)"
Stade nautique de Vaires-sur-marne,Aviron (09:00-13:10),2024-07-27,"SITE: Stade nautique de Vaires-sur-marne 
 Programme de la journée: Aviron (09:00-13:10)"
Stade nautique de Vaires-sur-marne,Canoë kayak slalom (15:00-19:10),2024-07-27,"SITE: Stade nautique de Vaires-sur-marne 
 Programme de la journée: Canoë kayak slalom (15:00-19:10)"
Stade nautique de Vaires-sur-marne,Aviron (09:00-13:10),2024-07-28,"SITE: Stade nautique de Vaires-sur-marne 
 Programme de la journée: Aviron (09:00-13:10)"
Stade nautique de Vaires-sur-marne,Canoë kayak slalom (15:30-18:50),2024-07-28,"SITE: Stade nautique de Vaires-sur-marne 
 Programme de la journée: Canoë kayak slalom (15:30-18:50)"
Stade nautique de Vaires-sur-marne,Aviron (09:30-12:20),2024-07-29,"SITE: Stade nautique de Vaires-sur-marne 
 Programme de la journée: Aviron (09:30-12:20)"
Stade nautique de Vaires-sur-marne,Canoë kayak slalom (15:30-18:30),2024-07-29,"SITE: Stade nautique de Vaires-sur-marne 
 Programme de la journée: Canoë kayak slalom (15:30-18:30)"
Stade nautique de Vaires-sur-marne,Aviron (09:30-11:50),2024-07-30,"SITE: Stade nautique de Vaires-sur-marne 
 Programme de la journée: Aviron (09:30-11:50)"
Stade nautique de Vaires-sur-marne,Canoë kayak slalom (15:00-19:10),2024-07-30,"SITE: Stade nautique de Vaires-sur-marne 
 Programme de la journée: Canoë kayak slalom (15:00-19:10)"
Stade nautique de Vaires-sur-marne,Aviron (09:00-13:10),2024-07-31,"SITE: Stade nautique de Vaires-sur-marne 
 Programme de la journée: Aviron (09:00-13:10)"
Stade nautique de Vaires-sur-marne,Canoë kayak slalom (15:30-18:30),2024-07-31,"SITE: Stade nautique de Vaires-sur-marne 
 Programme de la journée: Canoë kayak slalom (15:30-18:30)"
Stade nautique de Vaires-sur-marne,Aviron (09:30-12:40),2024-08-01,"SITE: Stade nautique de Vaires-sur-marne 
 Programme de la journée: Aviron (09:30-12:40)"
Stade nautique de Vaires-sur-marne,Canoë kayak slalom (15:30-18:35),2024-08-01,"SITE: Stade nautique de Vaires-sur-marne 
 Programme de la journée: Canoë kayak slalom (15:30-18:35)"
Stade nautique de Vaires-sur-marne,Aviron (09:30-12:50),2024-08-02,"SITE: Stade nautique de Vaires-sur-marne 
 Programme de la journée: Aviron (09:30-12:50)"
Stade nautique de Vaires-sur-marne,Aviron (09:30-11:40),2024-08-03,"SITE: Stade nautique de Vaires-sur-marne 
 Programme de la journée: Aviron (09:30-11:40)"
Stade nautique de Vaires-sur-marne,Canoë kayak slalom (15:30-19:15),2024-08-03,"SITE: Stade nautique de Vaires-sur-marne 
 Programme de la journée: Canoë kayak slalom (15:30-19:15)"
Stade nautique de Vaires-sur-marne,Canoë kayak slalom (15:30-17:25),2024-08-04,"SITE: Stade nautique de Vaires-sur-marne 
 Programme de la journée: Canoë kayak slalom (15:30-17:25)"
Stade nautique de Vaires-sur-marne,Canoë kayak slalom (15:30-17:30),2024-08-05,"SITE: Stade nautique de Vaires-sur-marne 
 Programme de la journée: Canoë kayak slalom (15:30-17:30)"
Stade nautique de Vaires-sur-marne,Canoë course en ligne (09:30-14:50),2024-08-06,"SITE: Stade nautique de Vaires-sur-marne 
 Programme de la journée: Canoë course en ligne (09:30-14:50)"
Stade nautique de Vaires-sur-marne,Canoë course en ligne (09:30-15:10),2024-08-07,"SITE: Stade nautique de Vaires-sur-marne 
 Programme de la journée: Canoë course en ligne (09:30-15:10)"
Stade nautique de Vaires-sur-marne,Canoë course en ligne (10:30-14:30),2024-08-08,"SITE: Stade nautique de Vaires-sur-marne 
 Programme de la journée: Canoë course en ligne (10:30-14:30)"
Stade nautique de Vaires-sur-marne,Canoë course en ligne (10:30-14:40),2024-08-09,"SITE: Stade nautique de Vaires-sur-marne 
 Programme de la journée: Canoë course en ligne (10:30-14:40)"
Stade nautique de Vaires-sur-marne,Canoë course en ligne (10:30-14:20),2024-08-10,"SITE: Stade nautique de Vaires-sur-marne 
 Programme de la journée: Canoë course en ligne (10:30-14:20)"
